"nombre;""rut"";""estado"";""categoria"";""tipo"";""segmentos"";""region"";""comuna"";""telefono"";""dir_comercial"";""dir_despacho"";""contacto_despacho"";""despacho"";""transportadora"";""dir_transportadora"";""compras"";""cobranzas"";""recepcion"";""marcas_propias"";""marcas_competencia"";""vendedor"""
"NICOLAS GONZALEZ;""18220392-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz"";"""";"""""
"NICOLS LAIBE;""77948411-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"NILTON RODRIGO URBINA CARVACHO;""14530955-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"OBRAS CIVILES CLAUDIA CUADRA SANDOVAL E.I.R.L.;""77032201-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"OHANNES MARTIN AKEL OBERPAUR;""16098081-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"OLIVER MARCELO SANCHEZ MONCADA;""27171937-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"OMR NEUM?TICOS SPA;""77306655-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"OSCAR EDUARDO RAMIREZ MARTINEZ;""18997663-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"OSUE ISMAEL CORREA GONZ?LEZ;""18165204-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"PABLO AGUSTIN LEVALLE MORENO;""18932637-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"PABLO ANDRES AHUMADA ESPINOZA;""16224271-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"PABLO BALVOA;""19347218-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"Pablo Diaz;""12721204-k"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Providencia"";""+56977492704"";""Los tulipanes 4521 404, Providencia, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Pablo Diaz"";"""";"""";""Motoz, Bridgestone, Ipone, Shinko"";"""";"""""
"PABLO ESTEBAN ASTUDILLO PAVEZ;""13468394-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"PABLO LEVALLE;""8540794-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"PABLO PAREDES ISLA;""10439030-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"PARADISE MOTORS SPA;""77798191-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"PARQUE GUAY GUAY SPA;""77945729-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"PATRICIA ALEJANDRA DONOSO ALFARO;""14253540-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"PATRICIO ANDRES ESTAY SILVA;""16591682-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"PAULINA ARAYA FERNANDEZ;""15049921-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"PAULO VENTURA;""17408138-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Las Condes"";""+56972156244"";""LOS ALPES 916, DEPTO 1006. LAS CONDES, Las Condes, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"PEDRO GARCIA;""17962012-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"PEDRO HERNAN JAIME GODOY;""12446923-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"PEDRO HERNAN PEREZ ALFARO;""15034367-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"PELLEGRINO SERVICE SPA;""77201444-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"PEPE YAMAHA;""8071254-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone"";"""";""Claudio Leclerc"""
"PISTONS SPEED MATIAS IGNACIO OTAROLA VEJAR E.I.R..;""77904791-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Concepcion"";""+56 999402545"";""Avda Pedro de Valdivia 525, Concepcion, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";""Matias"";"""";"""";""Bridgestone, Shinko, Ipone"";"""";"""""
"PISTONS SPEED STORE LIMITADA;""78343415-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"PRO ACTION;""8148757-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz"";"""";""Claudio Leclerc"""
"PRO-TECH SPA;""76973065-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Bridgestone"";"""";"""""
"PRODUCCIONES DE EVENTOS RAVIDA Y ANDRIS LIMITADA;""76207619-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"PRORIDER SPA;""77556225-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone"";"""";"""""
"PUNTOUP SPA;""77835032-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"QUINTAVI LIMITADA;""77254637-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";""Claudio Leclerc"""
"R MOTOS SPA;""76060172-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"R&O MOTOCICLETAS SPA;""77231094-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey, Ipone"";"""";""Claudio Leclerc"""
"RAFAEL IGNACIO PARRA ALARC?N;""20102533-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"RAIMUNDO LANTE DELLA ROVERE MOLINARE;""17405132-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";""Lo Barnechea"";""+56926360526"";""AV VALLE DEL MONASTERIO 2121, CASA 8, LO BARRNECHEA CASA 8, Lo Barnechea"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"RAUL PIZARRO GONZALEZ;""20529486-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"RAYMUNDO ALBERTO HERRERA GALLARDO;""19421080-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko, Monkey"";"""";""Sebastián Agusto"""
"RCARS CHILE SPA;""78186124-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"REBIKE SPA;""76593259-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"RENE FRANCISCO CABANA GALLEGUILLOS;""16052799-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"RENT AND COMPANY SPA;""77027986-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"RENTAL AUTOS Y EQUIPOS LIMITADA;""77625375-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Shinko"";"""";"""""
"RENTEK SPA;""76860501-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Shinko, Ipone"";"""";"""""
"RENZO EDUARDO ARELLANO TORO;""12807769-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Valparaíso"";""Quilpue"";""+56982193292"";""LOS CARRERA 0635, Quilpue, Valparaíso"";"""";"""";""Retiro en tienda"";"""";"""";""RENZO ARELLANO"";"""";"""";""Bridgestone, Gibson, Ipone, Motoz, Shinko, Monkey"";"""";"""""
"Reparación y Mantención de Vehículos Motorizados y Venta de Repuestos;""13.899.013-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56983752699"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"REPARACI?N MAQUINARIAS ANNE CECILIA BRAVO SANCHEZ.;""76952009-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"REPUESTOS ITALO JORGE GALASSO VALDIVIA E.I.R.L.;""78070123-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"REPUESTOS QUILIN SPA;""78036714-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Bridgestone"";"""";"""""
"REPUESTOS Y ACCESORIOS DINAMITA MOTOS SPA;""77322205-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey, Ipone"";"""";"""""
"REPUESTOS Y ACCESORIOS FENIX MOTOS;""78037411K"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Pintana"";""+56936211549"";""Santa Rosa 12980 Local 31, La Pintana, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Nicolas"";"""";"""";""Ipone"";"""";"""""
"RICARDO BAYER;""13282248-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"RICARDO ESTEBAN LEON FONTOVA;""13550916-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone"";"""";"""""
"RICHARD FELIPE ARAVENA ARRIAGADA;""19436689-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"RIDE CHILE;""76121594-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Reina"";"""";""ALCALDE FRANCISCO DOMINGUEZ, La Reina, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""ANDRES"";"""";"""";""Motoz, Shinko, Bridgestone, Ipone"";"""";"""""
"RIDE SERVICE SPA;""77308462-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Ñuble"";""Chillan Viejo"";""+56 9 52301761"";""Barboza 701, Chillan Viejo, Ñuble"";"""";"""";""Retiro en tienda"";"""";"""";""Cristian"";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"RIDER ZONE SPA;""77045326-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko, Monkey"";"""";""Claudio Leclerc"""
"RINO MOTOS;""76153258-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko, Bridgestone, Ipone, Motoz"";"""";""Claudio Leclerc"""
"RIOS Y RIOS SPA;""77060998-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"RODRIGO ALBERTO ROJO DE LA VEGA;""12214084-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Monkey"";"""";"""""
"RODRIGO ANDRES CAMPOS CAMPBELL;""10564904-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Motoz"";"""";"""""
"RODRIGO ENRIQUE GONZALEZ PIZARRO;""15908680-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"RODRIGO GUILLERMO TRONCOSO PROHARAM;""12691267-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz"";"""";"""""
"RODRIGO NICOLAS MOLINA GONZALEZ;""16888003-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"RODRIGO YA?EZ;""76169097-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"ROMASA SPA;""76821966-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"ROMEZ MOTO PARTS;""78.158.084-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipu"";""+56962611121"";""BELARMINO OSORIO 63, Maipu, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"ROMEZ MOTO PARTS SPA;""78158084-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"Ronaldo Fuentealba;""20865979-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"ROSA VERONICA ORTEGA PERRY;""9153839-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"ROXY VILLARONGA EQUIPO RAP;""78247123-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Bridgestone"";"""";"""""
"ROYAL MOTO SERVICE SPA;""77060758-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko, Bridgestone, Monkey"";"""";""Claudio Leclerc"""
"RUY BARBOSA;""77530690-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Providencia"";""+56 9 6897 0262"";""BUSTAMANTE 695 695, Providencia, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""KEVIN MUÑOZ"";"""";"""";""Bridgestone, Ipone, Shinko, Monkey"";"""";"""""
"SANTELICES VILCHES REPUESTOS Y ACCESORIOS VEHICULARES LTDA;""77379719-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Huechuraba"";""+56944757888"";""AV. PEDRO FONTOVA  6742, Huechuraba, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""AILIN"";"""";"""";""Ipone"";"""";"""""
"SANTIAGO MOTORS SA;""76039854-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SANTIAGO MOTORS SA;""76.039.854-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56982886532"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"SANTIAGO PEREZ;""22532569-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Vitacura"";""+56985673705"";""POLO MANQUEHUE 4 50, Vitacura, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SBO MANTENCIONES Y REPARACIONES SPA;""77289544-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"SCV ASESORIAS SPA;""77076931-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Bridgestone"";"""";"""""
"sebastian agusto;""16.877.350-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SEBASTIAN ALBORNOZ PE?A;""20525443-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"Sebastian Correa;""18895232-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SEBASTIAN EUGENIO MARQUEZ DE LA PLATA LARRAIN;""17702967-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SEGURIDAD TRANCURA TRAPEN LIMITADA;""77632878-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"SERGIO VILLARONGA TORO;""13899167-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"SERVICIO DE TRANSPORTES TEERRE SPA;""77553039-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone, Shinko, Monkey"";"""";"""""
"SERVICIO GARAGEONLINE SPA;""76490698-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Renca"";""+56935551377"";""Av el retiro 1227, 132, Renca, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Sebastián"";"""";"""";""Bridgestone, Gibson, Ipone, Motoz, Shinko"";"""";"""""
"SERVICIO TECNICO AUTOMOTRIZ PATRICIA RAM?REZ HANAU;""76726272-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"SERVICIO TECNICO DE VEHICULOS CEFERINO SEGUEL SPA;""77150932-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Tarapacá"";""Antofagasta"";"""";""AV ARGENTINA 2979 2979, Antofagasta, Tarapacá"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"SERVICIO Y COMERCIAL AV SPA;""77933629-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Vitacura"";"""";""ALEJANDRO SERANI NORTE 9458, VITACURA 1108, Vitacura, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Monkey, Ipone"";"""";"""""
"SERVICIOS AGRICOLAS MYG SPA;""77870348-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"SERVICIOS ALEJANDRO KUSCHEL ANDRADE EMPRESA INDIVI;""76222629-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Shinko, Monkey"";"""";"""""
"SERVICIOS AUTOMOTORES PEDRO ANTONIO VIVEROS MAURE.;""77761457-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"SERVICIOS BRUNO HERNANDEZ GABOR E.I.R.L;""78174604-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"SERVICIOS BRUNO HERNANDEZ GABOR E.I.R.L;""78.174.604-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Lo Barnechea"";""+56974787712"";""CAMINO LA HUALA 5015 CASA 17, LO BARNECHEA, Lo Barnechea, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Gibson, Ipone, Monkey, Obor, Shinko, Motoz"";"""";"""""
"SERVICIOS DE INGENIERIA Y MAQUINARIA RIO TRUFUL HA;""76997964-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"SERVICIOS DE REPARACION Y MANTENCION INTEGRAL DE O;""76326809-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Recoleta"";""983419083"";""VICTOR CUCCUINI 593, Recoleta, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Adrian Manzur"";"""";"""";""Gibson, Ipone"";"""";""Sebastián Agusto"""
"SERVICIOS GERBAUD SPA;""78231274-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56954131530"";""ALMIRANTE PASTENE 185 OF 310 3P NULL PROVIDENCIA"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"SERVICIOS TOTALES PATRICIO REITZE SPA;""77133262-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"SERVICIOS Y REPUESTOS FELIPE GUEVARA E.I.R.L.;""76687013-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Shinko"";"""";"""""
"SERVIMOTORS STORE SPA;""77139503-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko, Monkey"";"""";"""""
"SERVITECA C?SAR GARRIDO SPA;""78108802-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"SHANGRILA SPA;""77389122-2"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Metropolitana"";""Santiago"";""+56 9 9000 8548"";""Avenida Vitacura 9315, Santiago, Metropolitana"";""starken, Santiago, Metropolitana"";"""";""Reparto propio"";"""";"""";""Ignacio Valdes"";"""";"""";""Bridgestone, Motoz, Ipone, Gibson, Shinko, Monkey"";"""";"""""
"SHERIDES SPA;""77937804-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"SILVIA CAROLINA RIVEROS FUENTES ACCESORIOS S/R E..;""76280359-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
